aircraft,mod,flap,isa_dev,cruise_alt,mach,payload,taxi_fuel,reserve_fuel,save_plot,initial_fuel_lb,status,error_message,total_dist_nm,total_time_min,fuel_burned_lb,first_level_off_ft,cruise_vktas_kts,achieved_alt_ft,altitude_limited,achieved_mach,mach_limited
CJ1,Flatwing,0,0,35000,0.63,986,100,600,False,2564,ok,,347.56168831788716,69,969,35003,416,35003,False,0.6288927858741005,True
CJ1,Tamarack,0,0,35000,0.63,1051,100,600,False,2420,ok,,283.0658156986883,59,821,35001,416,35001,False,0.6288927858741005,True
CJ1,Flatwing,0,0,35000,0.63,1150,100,600,False,2400,ok,,268.86717001478246,56,803,35003,416,35003,False,0.6288927858741005,True
CJ1,Tamarack,0,0,35000,0.63,1261,100,600,False,2210,ok,,195.18652791232535,44,632,35001,337,35001,False,0.5094636270182016,True
CJ1,Tamarack,0,0,35000,0.63,1471,100,600,False,2000,ok,,195.18652791232535,44,632,35001,337,35001,False,0.5094636270182016,True
CJ1,Flatwing,0,10,35000,0.63,0,100,600,False,3440,ok,,802.7340674270466,144,1858,35000,416,35000,False,0.6288927858741005,True
CJ1,Tamarack,0,10,35000,0.63,0,100,600,False,3440,ok,,823.1077170105998,148,1855,35007,416,35007,False,0.6288927858741005,True
CJ1,Flatwing,0,10,35000,0.63,164,100,600,False,3386,ok,,770.9703476412399,139,1801,35004,416,35004,False,0.6288927858741005,True
CJ1,Tamarack,0,10,35000,0.63,210,100,600,False,3261,ok,,728.1637602081433,133,1673,35006,416,35006,False,0.6288927858741005,True
CJ1,Flatwing,0,10,35000,0.63,329,100,600,False,3221,ok,,686.6334118613536,125,1633,35004,416,35004,False,0.6288927858741005,True
CJ1,Tamarack,0,10,35000,0.63,420,100,600,False,3051,ok,,618.741098387254,114,1460,35006,416,35006,False,0.6288927858741005,True
CJ1,Flatwing,0,10,35000,0.63,493,100,600,False,3057,ok,,603.2971724762839,111,1467,35004,416,35004,False,0.6288927858741005,True
CJ1,Tamarack,0,10,35000,0.63,631,100,600,False,2840,ok,,509.3152961871404,96,1247,35006,416,35006,False,0.6288927858741005,True
CJ1,Flatwing,0,10,35000,0.63,657,100,600,False,2893,ok,,520.9663064055311,97,1301,35004,416,35004,False,0.6288927858741005,True
CJ1,Flatwing,0,10,35000,0.63,821,100,600,False,2729,ok,,438.63208428324856,84,1135,35004,416,35004,False,0.6288927858741005,True
CJ1,Tamarack,0,10,35000,0.63,841,100,600,False,2630,ok,,399.89096706014976,78,1032,35006,416,35006,False,0.6288927858741005,True
CJ1,Flatwing,0,10,35000,0.63,986,100,600,False,2564,ok,,356.29904713035904,70,967,35004,416,35004,False,0.6288927858741005,True
CJ1,Tamarack,0,10,35000,0.63,1051,100,600,False,2420,ok,,292.4712076087234,60,821,35006,416,35006,False,0.6288927858741005,True
CJ1,Flatwing,0,10,35000,0.63,1150,100,600,False,2400,ok,,274.9667891774062,57,801,35004,416,35004,False,0.6288927858741005,True
CJ1,Tamarack,0,10,35000,0.63,1261,100,600,False,2210,ok,,203.47923398276586,46,638,35006,337,35006,False,0.5094636270182016,True
CJ1,Tamarack,0,10,35000,0.63,1471,100,600,False,2000,ok,,203.47923398276586,46,638,35006,337,35006,False,0.5094636270182016,True
CJ1,Flatwing,0,20,35000,0.63,0,100,600,False,3440,ok,,830.2791682341324,149,1855,35007,416,35007,False,0.6288927858741005,True
CJ1,Tamarack,0,20,35000,0.63,0,100,600,False,3440,ok,,856.6520310653068,154,1854,35003,416,35003,False,0.6288927858741005,True
CJ1,Flatwing,0,20,35000,0.63,164,100,600,False,3386,ok,,796.7523978284995,143,1798,35004,416,35004,False,0.6288927858741005,True
CJ1,Tamarack,0,20,35000,0.63,210,100,600,False,3261,ok,,757.2616526336121,137,1672,35004,416,35004,False,0.6288927858741005,True
